r_seed=1,   C[0],   C[1],   H[2],   H[3],  
Speed[A/fs],   0.211964,   0.198520,   0.702537,   0.686651,  
 
r_seed=155,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.209469,   0.201883,  -0.694592,   0.687650,  
Y Velocity[A/fs],   0.003495,  -0.008798,  -0.041439,   0.027931, 
Z Velocity[A/fs],  -0.013724,   0.000299,   0.000987,  -0.020190,  
Speed[A/fs],   0.209947,   0.202074,   0.695828,   0.688513,  
 
r_seed=156,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.206293,   0.205188,  -0.690327,   0.689834,  
Y Velocity[A/fs],   0.002704,  -0.008497,   0.024792,   0.070290, 
Z Velocity[A/fs],   0.003877,   0.003046,   0.039425,  -0.022336,  
Speed[A/fs],   0.206347,   0.205387,   0.691897,   0.693766,  
 
r_seed=157,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.213082,   0.198056,  -0.697244,   0.685996,  
Y Velocity[A/fs],   0.003577,   0.003861,  -0.055975,   0.007955, 
Z Velocity[A/fs],   0.002282,  -0.007188,  -0.023476,   0.009211,  
Speed[A/fs],   0.213124,   0.198224,   0.699881,   0.686104,  
 
r_seed=158,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.204952,   0.205605,  -0.694113,   0.692367,  
Y Velocity[A/fs],   0.006998,  -0.002043,  -0.012644,  -0.025973, 
Z Velocity[A/fs],  -0.012318,  -0.002461,   0.016418,  -0.031297,  
Speed[A/fs],   0.205442,   0.205630,   0.694423,   0.693560,  
 
r_seed=159,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.211730,   0.199949,  -0.694353,   0.683083,  
Y Velocity[A/fs],   0.012119,  -0.010490,  -0.010493,   0.004676, 
Z Velocity[A/fs],   0.008285,  -0.007364,  -0.060763,   0.048833,  
Speed[A/fs],   0.212238,   0.200359,   0.697085,   0.684843,  
 
r_seed=160,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.203407,   0.208352,  -0.688835,   0.693820,  
Y Velocity[A/fs],  -0.001556,  -0.004968,  -0.002612,   0.000009, 
Z Velocity[A/fs],   0.003085,   0.004365,  -0.054734,  -0.015091,  
Speed[A/fs],   0.203437,   0.208457,   0.691011,   0.693984,  
 
r_seed=161,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.208194,   0.202256,  -0.695671,   0.688940,  
Y Velocity[A/fs],  -0.006261,   0.002001,  -0.006085,  -0.036559, 
Z Velocity[A/fs],  -0.017059,   0.010843,  -0.002130,  -0.026490,  
Speed[A/fs],   0.208985,   0.202556,   0.695701,   0.690418,  
 
r_seed=162,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.208054,   0.202575,  -0.697574,   0.686342,  
Y Velocity[A/fs],  -0.007636,  -0.002594,   0.017267,   0.055414, 
Z Velocity[A/fs],   0.009009,  -0.010844,  -0.028448,   0.016148,  
Speed[A/fs],   0.208389,   0.202882,   0.698368,   0.688764,  
 
r_seed=163,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.205707,   0.206016,  -0.691767,   0.691098,  
Y Velocity[A/fs],   0.001454,  -0.011692,   0.033815,  -0.019016, 
Z Velocity[A/fs],  -0.002099,  -0.001976,   0.017266,  -0.019166,  
Speed[A/fs],   0.205723,   0.206357,   0.692808,   0.691625,  
 
r_seed=164,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.211398,   0.200933,  -0.696963,   0.684516,  
Y Velocity[A/fs],  -0.002541,   0.007156,  -0.010604,  -0.017594, 
Z Velocity[A/fs],   0.004176,   0.004705,   0.020585,   0.009144,  
Speed[A/fs],   0.211454,   0.201116,   0.697348,   0.684803,  
 
r_seed=165,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.207614,   0.203587,  -0.690031,   0.689402,  
Y Velocity[A/fs],  -0.001775,   0.000791,   0.076044,  -0.029567, 
Z Velocity[A/fs],   0.008932,  -0.016358,  -0.007912,   0.015428,  
Speed[A/fs],   0.207813,   0.204245,   0.694254,   0.690208,  
 
r_seed=166,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.208251,   0.203788,  -0.694083,   0.686169,  
Y Velocity[A/fs],   0.003805,  -0.005190,  -0.027184,   0.018173, 
Z Velocity[A/fs],  -0.002628,  -0.004647,   0.056293,  -0.026414,  
Speed[A/fs],   0.208302,   0.203908,   0.696893,   0.686918,  
 
r_seed=167,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.209151,   0.201064,  -0.693975,   0.688537,  
Y Velocity[A/fs],   0.002387,   0.008679,  -0.030312,  -0.033084, 
Z Velocity[A/fs],   0.018238,  -0.016300,  -0.031122,   0.017684,  
Speed[A/fs],   0.209958,   0.201911,   0.695334,   0.689558,  
 
r_seed=168,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.201924,   0.208232,  -0.690449,   0.697653,  
Y Velocity[A/fs],   0.009843,   0.001522,  -0.041120,   0.003464, 
Z Velocity[A/fs],   0.003887,  -0.007514,   0.018806,   0.001506,  
Speed[A/fs],   0.202202,   0.208373,   0.691928,   0.697663,  
 
r_seed=169,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.214321,   0.197354,  -0.698982,   0.682661,  
Y Velocity[A/fs],  -0.000507,  -0.005152,   0.008819,   0.044113, 
Z Velocity[A/fs],  -0.000924,  -0.005606,  -0.023128,   0.025929,  
Speed[A/fs],   0.214324,   0.197501,   0.699420,   0.684576,  
 
r_seed=170,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.207462,   0.202147,  -0.696064,   0.691913,  
Y Velocity[A/fs],  -0.004973,  -0.003585,  -0.001410,   0.004427, 
Z Velocity[A/fs],   0.018184,  -0.013045,  -0.011008,   0.021132,  
Speed[A/fs],   0.208317,   0.202599,   0.696152,   0.692250,  
 
r_seed=171,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.210653,   0.200439,  -0.694938,   0.685906,  
Y Velocity[A/fs],  -0.013683,   0.013041,   0.005582,   0.014764, 
Z Velocity[A/fs],   0.006811,  -0.016256,   0.027580,  -0.010708,  
Speed[A/fs],   0.211207,   0.201520,   0.695508,   0.686148,  
 
r_seed=172,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.207290,   0.203671,  -0.696542,   0.686632,  
Y Velocity[A/fs],  -0.008384,   0.005375,   0.018020,  -0.020251, 
Z Velocity[A/fs],  -0.000908,  -0.005534,  -0.035588,   0.059663,  
Speed[A/fs],   0.207461,   0.203818,   0.697684,   0.689516,  
 
r_seed=173,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.211492,   0.199925,  -0.695612,   0.683185,  
Y Velocity[A/fs],   0.000127,  -0.008567,   0.033031,   0.053026, 
Z Velocity[A/fs],   0.013704,  -0.014330,   0.020667,   0.014656,  
Speed[A/fs],   0.211935,   0.200621,   0.696703,   0.685397,  
 
r_seed=174,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.212406,   0.198953,  -0.697255,   0.684339,  
Y Velocity[A/fs],   0.004344,  -0.008378,  -0.028386,   0.059967, 
Z Velocity[A/fs],   0.000222,   0.003262,  -0.025440,   0.007803,  
Speed[A/fs],   0.212451,   0.199156,   0.698296,   0.687005,  
 
r_seed=175,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.205172,   0.205542,  -0.692280,   0.693510,  
Y Velocity[A/fs],   0.003315,   0.001048,   0.033300,   0.030866, 
Z Velocity[A/fs],  -0.008706,   0.011263,   0.006261,   0.013692,  
Speed[A/fs],   0.205383,   0.205853,   0.693108,   0.694332,  
 
r_seed=176,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.206536,   0.205003,  -0.692527,   0.689295,  
Y Velocity[A/fs],   0.001585,  -0.000848,   0.053909,  -0.029905, 
Z Velocity[A/fs],   0.003330,   0.010809,   0.027385,  -0.009065,  
Speed[A/fs],   0.206569,   0.205289,   0.695161,   0.690003,  
 
r_seed=177,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.209534,   0.200504,  -0.695267,   0.689389,  
Y Velocity[A/fs],   0.014155,  -0.014452,  -0.037216,   0.033132, 
Z Velocity[A/fs],  -0.004029,   0.008880,   0.017578,  -0.020104,  
Speed[A/fs],   0.210051,   0.201221,   0.696484,   0.690478,  
 
r_seed=178,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.203636,   0.207093,  -0.690901,   0.692516,  
Y Velocity[A/fs],  -0.009405,   0.007754,   0.005791,   0.034411, 
Z Velocity[A/fs],   0.006757,  -0.004595,  -0.036544,  -0.053518,  
Speed[A/fs],   0.203965,   0.207289,   0.691891,   0.695432,  
 
r_seed=179,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.210365,   0.201378,  -0.694213,   0.687106,  
Y Velocity[A/fs],  -0.004458,   0.003465,  -0.024053,   0.004681, 
Z Velocity[A/fs],   0.008904,   0.002919,  -0.057300,  -0.012175,  
Speed[A/fs],   0.210600,   0.201429,   0.696989,   0.687230,  
 
r_seed=180,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.205771,   0.204431,  -0.694223,   0.693081,  
Y Velocity[A/fs],  -0.004154,   0.000734,  -0.024693,  -0.035093, 
Z Velocity[A/fs],  -0.005892,   0.009911,   0.009264,   0.038695,  
Speed[A/fs],   0.205898,   0.204673,   0.694724,   0.695047,  
 
r_seed=181,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.210271,   0.201569,  -0.690744,   0.687165,  
Y Velocity[A/fs],  -0.001398,  -0.012574,  -0.000125,   0.008538, 
Z Velocity[A/fs],  -0.012030,   0.006944,   0.072160,   0.014267,  
Speed[A/fs],   0.210619,   0.202080,   0.694503,   0.687366,  
 
r_seed=182,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.205631,   0.204879,  -0.695656,   0.691184,  
Y Velocity[A/fs],  -0.004790,   0.011301,  -0.002142,   0.012505, 
Z Velocity[A/fs],   0.005378,   0.007382,  -0.017662,  -0.033083,  
Speed[A/fs],   0.205757,   0.205323,   0.695883,   0.692088,  
 
r_seed=183,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.213158,   0.198813,  -0.696321,   0.682897,  
Y Velocity[A/fs],   0.000751,  -0.001232,   0.005987,   0.026287, 
Z Velocity[A/fs],  -0.009842,   0.017977,   0.024262,  -0.001277,  
Speed[A/fs],   0.213387,   0.199628,   0.696769,   0.683404,  
 
r_seed=184,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.209902,   0.200413,  -0.699261,   0.686097,  
Y Velocity[A/fs],   0.005457,  -0.008794,   0.017740,   0.057858, 
Z Velocity[A/fs],  -0.007427,   0.008853,  -0.015020,   0.001690,  
Speed[A/fs],   0.210104,   0.200801,   0.699648,   0.688535,  
 
r_seed=185,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.211035,   0.201097,  -0.696260,   0.681222,  
Y Velocity[A/fs],  -0.001563,   0.012015,   0.008914,  -0.037839, 
Z Velocity[A/fs],   0.002038,   0.011941,  -0.000928,  -0.059943,  
Speed[A/fs],   0.211051,   0.201809,   0.696318,   0.684900,  
 
r_seed=186,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.206717,   0.204596,  -0.693719,   0.688505,  
Y Velocity[A/fs],   0.005655,   0.004124,   0.029143,   0.009516, 
Z Velocity[A/fs],  -0.009113,   0.010265,   0.047126,  -0.027692,  
Speed[A/fs],   0.206995,   0.204895,   0.695928,   0.689127,  
 
r_seed=187,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.208977,   0.201414,  -0.697402,   0.689686,  
Y Velocity[A/fs],   0.011423,   0.004720,  -0.022069,  -0.012796, 
Z Velocity[A/fs],   0.008726,  -0.004318,  -0.023845,   0.004491,  
Speed[A/fs],   0.209471,   0.201516,   0.698159,   0.689820,  
 
r_seed=188,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.209813,   0.202160,  -0.691831,   0.685885,  
Y Velocity[A/fs],   0.001914,  -0.005987,  -0.079705,   0.023423, 
Z Velocity[A/fs],   0.001995,   0.003870,   0.034955,  -0.024166,  
Speed[A/fs],   0.209831,   0.202286,   0.697284,   0.686711,  
 
r_seed=189,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.209039,   0.201964,  -0.696597,   0.687574,  
Y Velocity[A/fs],  -0.006732,   0.010684,  -0.014650,  -0.039315, 
Z Velocity[A/fs],  -0.005198,   0.007660,  -0.021487,   0.013861,  
Speed[A/fs],   0.209211,   0.202391,   0.697083,   0.688837,  
 
r_seed=190,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.212332,   0.199257,  -0.700551,   0.682978,  
Y Velocity[A/fs],  -0.004906,   0.004470,  -0.026705,   0.004185, 
Z Velocity[A/fs],   0.004840,   0.002031,   0.006654,  -0.027852,  
Speed[A/fs],   0.212444,   0.199317,   0.701091,   0.683558,  
 
r_seed=191,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.208649,   0.203012,  -0.692132,   0.687681,  
Y Velocity[A/fs],   0.005237,  -0.009644,  -0.033282,  -0.045724, 
Z Velocity[A/fs],   0.003376,   0.005230,  -0.039690,   0.039345,  
Speed[A/fs],   0.208742,   0.203308,   0.694067,   0.690322,  
 
r_seed=192,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.206731,   0.203263,  -0.696775,   0.690902,  
Y Velocity[A/fs],   0.004879,  -0.007958,  -0.025661,   0.002415, 
Z Velocity[A/fs],  -0.009786,   0.014927,  -0.011332,   0.004638,  
Speed[A/fs],   0.207020,   0.203966,   0.697339,   0.690922,  
 
r_seed=193,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.210546,   0.201119,  -0.693846,   0.685693,  
Y Velocity[A/fs],   0.002602,   0.002675,  -0.005996,   0.021096, 
Z Velocity[A/fs],   0.001276,   0.006255,   0.048978,  -0.068395,  
Speed[A/fs],   0.210566,   0.201234,   0.695599,   0.689419,  
 
r_seed=194,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.209009,   0.201269,  -0.697682,   0.689798,  
Y Velocity[A/fs],   0.013059,  -0.004786,  -0.005325,  -0.005110, 
Z Velocity[A/fs],   0.000705,   0.005484,  -0.030540,   0.023911,  
Speed[A/fs],   0.209418,   0.201400,   0.698370,   0.690231,  
 
r_seed=195,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.210827,   0.201019,  -0.695816,   0.681057,  
Y Velocity[A/fs],   0.010015,  -0.015930,   0.010610,   0.069407, 
Z Velocity[A/fs],  -0.008316,   0.006297,   0.020894,  -0.003631,  
Speed[A/fs],   0.211229,   0.201747,   0.696211,   0.684594,  
 
r_seed=196,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.206413,   0.204467,  -0.692580,   0.690889,  
Y Velocity[A/fs],   0.010564,   0.000913,   0.033838,  -0.015553, 
Z Velocity[A/fs],   0.004787,   0.006814,  -0.048356,  -0.035627,  
Speed[A/fs],   0.206738,   0.204583,   0.695091,   0.691982,  
 
r_seed=197,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.214093,   0.197958,  -0.697236,   0.682100,  
Y Velocity[A/fs],  -0.016601,   0.006799,   0.025838,   0.021833, 
Z Velocity[A/fs],  -0.000104,   0.003125,  -0.002050,  -0.018639,  
Speed[A/fs],   0.214736,   0.198100,   0.697718,   0.682704,  
 
r_seed=198,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.209254,   0.202044,  -0.693585,   0.684953,  
Y Velocity[A/fs],  -0.007182,   0.000431,   0.056393,  -0.051798, 
Z Velocity[A/fs],  -0.012606,   0.010913,   0.031397,  -0.029376,  
Speed[A/fs],   0.209756,   0.202339,   0.696581,   0.687536,  
 
r_seed=199,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.212090,   0.199165,  -0.700607,   0.683482,  
Y Velocity[A/fs],   0.004293,   0.001604,  -0.035034,  -0.029625, 
Z Velocity[A/fs],   0.003396,  -0.004233,   0.018507,  -0.017027,  
Speed[A/fs],   0.212161,   0.199216,   0.701727,   0.684336,  
 
r_seed=200,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.209613,   0.201455,  -0.693579,   0.687601,  
Y Velocity[A/fs],   0.000453,   0.004749,  -0.075275,  -0.043707, 
Z Velocity[A/fs],  -0.003067,   0.003153,   0.027158,   0.014459,  
Speed[A/fs],   0.209636,   0.201535,   0.698180,   0.689141,  
 
